"addresses__address1","addresses__address2","addresses__city","addresses__state","addresses__postalCode","addresses__coordinates__lat","addresses__coordinates__lng","attribution"
"2815 Saint Edwards Drive","","Nashville","TN","37211","36.112224","-86.738739",""
"158 Euclid Avenue","","San Leandro","CA","94577","37.7329999","-122.158683",""
"45 Heathcote Circle","","Savannah","GA","31405","32.045014","-81.17197",""
"143 Canton Court","","Goodlettsville","TN","37072","36.3184574","-86.6940838",""
"4511 43rd Place Northwest","","Washington","DC","20016","38.948523","-77.084721",""
"238 La Salle Avenue","","Piedmont","CA","94610","37.815231","-122.226949",""
"4510 Eastern Avenue Northeast","","Washington","DC","20018","38.944641","-76.976466",""
"1350 Exley Street","#304","Savannah","GA","31415","32.0858238","-81.11530499999999",""
"880 General George Patton Road","","Nashville","TN","37221","36.066698","-86.945662",""
"16 Clark Street","","","VT","05150","43.334305","-72.522606",""
"801 Dale Road","","Glen Burnie","MD","21060","39.154758","-76.61469199999999",""
"207 Joe Street","","Farmington","AR","72730","36.04106830000001","-94.2313793",""
"1361 Barret Park Way","","Montgomery","AL","36117","32.3073745","-86.14638219999999",""
"1433 Bretton View Road","","Annapolis","MD","21409","39.026117","-76.471535",""
"6988 West Blackhawk Drive","","Glendale","AZ","85308","33.670212","-112.209489",""
"14285 Wycliff Way","","Magalia","CA","95954","39.829745","-121.604994",""
"5615 West Acoma Drive","#24","Glendale","AZ","85306","33.6166852","-112.1809842",""
"17800 Creekwood Lane","","Choctaw","OK","73020","35.473645","-97.216093",""
"2909 Minnesota Avenue","","Lynn Haven","FL","32444","30.2138724","-85.64491489999999",""
"3604 Ridgehaven Drive","","Midwest City","OK","73110","35.4767103","-97.4018785",""
"1056 Cayer Drive","","Glen Burnie","MD","21061","39.148696","-76.625305",""
"6221 Allison Street","","Arvada","CO","80004","39.810286","-105.086435",""
"417 R Street Northwest","","Washington","DC","20001","38.91284","-77.016831",""
"1220 Crow Berry Circle","","Anchorage","AK","99515","61.127501","-149.859694",""
"9008 Grayson Grove Court","","Montgomery","AL","36117","32.331978","-86.15450799999999",""
"91 Rushforde Drive","","Manchester","CT","06040","41.7386259","-72.540063",""
"1937 Carleton Street","M","Berkeley","CA","94704","37.861126","-122.270083",""
"618 Ava Circle Northeast","","Washington","DC","20017","38.949649","-76.997648",""
"3819 Vineyard Avenue","#59","Pleasanton","CA","94566","37.6631486","-121.862728",""
"5609 Colorado Avenue Northwest","","Washington","DC","20011","38.9577067","-77.0316656",""
"4001 19th Place Northeast","","Washington","DC","20018","38.938598","-76.97696599999999",""
"25 Wendys Way","","Harwich","MA","02645","41.698893","-70.07624",""
"840 Fontaine Road","","Derby","VT","05829","44.9209486","-72.08146409999999",""
"18 Curry Lane","","Manchester","CT","06040","41.75048899999999","-72.542174",""
"112 North Hunter Street","","Farmington","AR","72730","36.046885","-94.24025600000002",""
"8001 West 71st Avenue","#23B","Arvada","CO","80004","39.8262775","-105.0850228",""
"77 Gerald Drive","","Manchester","CT","06040","41.74084999999999","-72.52440899999999",""
"4050 Bryce Road","","Nashville","TN","37211","36.020212","-86.7303699",""
"2716 Fairmont Drive","","Panama City","FL","32405","30.197948","-85.663404",""
"5124 Williston Road","","Williston","VT","05495","44.454578","-73.123093",""
"1990 Poplar Ridge Road","","Pasadena","MD","21122","39.130041","-76.457656",""
"1001 6th Street Northwest","","Washington","DC","20001","38.9025758","-77.01990350000001",""
"618 McLaws Street","","Savannah","GA","31405","32.018382","-81.09913399999999",""
"10110 Landwood Drive","","Louisville","KY","40291","38.119501","-85.576748",""
"9306 Taylorsville Road","","Louisville","KY","40299","38.2093963","-85.5856142",""
"7057 Old Southwick Place","","Montgomery","AL","36117","32.354706","-86.159522",""
"10332 Thuja Circle","","Anchorage","AK","99507","61.12733699999999","-149.854578",""
"5125 North 58th Avenue","#418","Glendale","AZ","85301","33.5125581","-112.1828849",""
"7111 North 75th Avenue","#1067","Glendale","AZ","85303","33.540617","-112.21863",""
"323 Southeast 23rd Street","","Oklahoma City","OK","73129","35.44171559999999","-97.50572050000001",""
"6605 North 93RD Avenue","#1016","Glendale","AZ","85305","33.5319471","-112.2566348",""
"1731 West 18th Street","","Fayetteville","AR","72701","36.044298","-94.18599999999999",""
"146 Walnut Street","","Manchester","CT","06040","41.769463","-72.53650979999999",""
"1313 Paulson Way","","Nashville","TN","37013","36.030244","-86.70838900000001",""
"2400 Merry Street","","Nashville","TN","37208","36.159658","-86.81209799999999",""
"329 Mill Road","","Montpelier","VT","05602","44.3087336","-72.5759152",""
"38 Renwick Road","","Melrose","MA","02176","42.47226209999999","-71.06667329999999",""
"10307 Rock Falls Court","","Louisville","KY","40223","38.226524","-85.564787",""
"4001 Anderson Road","#147","Nashville","TN","37217","36.1065983","-86.59917000000002",""
"64 Church Street","","Hardwick","MA","01031","42.3126052","-72.2026295",""
"93 Marble Hill Road","","Waitsfield","VT","05673","44.181389","-72.866547",""
"1257 John Street","","Nashville","TN","37210","36.14368","-86.761208",""
"29 Church Street","D","Easthampton","MA","01027","42.2676875","-72.6570614",""
"141 West Leslie Lane","","Panama City Beach","FL","32407","30.184254","-85.813002",""
"1629 South Razorback Road","#108","Fayetteville","AR","72701","36.0468184","-94.1812858",""
"424 North Powderhorn Drive","","Fayetteville","AR","72704","36.07001899999999","-94.2141089",""
"2315 Kezey Court","","Crofton","MD","21114","39.026915","-76.674661",""
"1030 Shawnee Street","#D-6","Savannah","GA","31419","31.9851137","-81.16643839999999",""
"6069 Jay Street","","Arvada","CO","80003","39.8067818","-105.0647795",""
"3079 North Bentley Ridge","","Fayetteville","AR","72704","36.108329","-94.199602",""
"205 Homestead Street","#B3","Manchester","CT","06042","41.7890898","-72.5312538",""
"733 Georgetown Drive","","Nashville","TN","37205","36.119527","-86.89097699999999",""
"6763 Depew Street","","Arvada","CO","80003","39.81939","-105.057774",""
"8427 West Glendale Avenue","#202","Glendale","AZ","85305","33.5372122","-112.2411629",""
"5856 Parfet Court","","Arvada","CO","80004","39.80326","-105.121486",""
"9805 South Youngs Lane","","Oklahoma City","OK","73159","35.3698","-97.551936",""
"396 Berkshire Drive","","Riva","MD","21140","38.94797","-76.5827259",""
"332 Stafford Road","#2","Fall River","MA","02721","41.6842325","-71.15784359999999",""
"5113 Southeast 51st Street","","Oklahoma City","OK","73135","35.4141774","-97.42992919999999",""
"1429 Harrison Avenue","","Panama City","FL","32401","30.174514","-85.660507",""
"421 West 1st Avenue","#STE 000220","Anchorage","AK","99501","61.2216911","-149.8905507",""
"5275 North 59th Avenue","","Glendale","AZ","85301","33.5140419","-112.1855701",""
"2245 Southwest Binkley Street","","Oklahoma City","OK","73119","35.432756","-97.5522003",""
"2409 Park Street","","Selma","CA","93662","36.55983190000001","-119.6183089",""
"51 Bearing Circle","","Port Wentworth","GA","31407","32.193002","-81.201905",""
"8243 Daniels Purchase Way","","Millersville","MD","21108","39.115888","-76.64139899999999",""
"508 Baker Street","","Norman","OK","73072","35.224961","-97.51696299999999",""
"5036 Jericho Street","","Hartford","VT","05001","43.6858829","-72.393875",""
"6160 Norm Drive","","Anchorage","AK","99507","61.164933","-149.826193",""
"1819 14th Avenue","","Nashville","TN","37208","36.1813209","-86.80847899999999",""
"3027 Badger Drive","","Pleasanton","CA","94566","37.667338","-121.849663",""
"1213 Michigan Avenue","","Lynn Haven","FL","32444","30.239862","-85.6460929",""
"1930 Churchview Court","","Millersville","MD","21108","39.0455029","-76.654788",""
"403 Irwin Street","#APT 000003","Anchorage","AK","99508","61.22701780000001","-149.8102833",""
"353 O Street Southwest","","Washington","DC","20024","38.8729749","-77.0166729",""
"408 Pine Street","","Bloomingdale","GA","31302","32.123381","-81.300556",""
"620 Veta Avenue","","Pueblo","CO","81004","38.2580448","-104.636825",""
"1400 Doris Drive","","Louisville","KY","40118","38.1089043","-85.7403406",""
"111 Lakeview Terrace","","Lynn Haven","FL","32444","30.235297","-85.605544",""
"1699 Chatham Parkway","#814B","Savannah","GA","31405","32.0515842","-81.1684963",""
"901 North Lincoln Boulevard","","Oklahoma City","OK","73104","35.4766936","-97.50385539999999",""
"5715 Saint Matthew Drive","","Newark","CA","94560","37.538738","-122.024679",""
"680 Quintana Road","","Morro Bay","CA","93442","35.3689245","-120.8436854",""
"5005 North Miller Avenue","","Oklahoma City","OK","73112","35.5213931","-97.56191270000001",""
"394 Hilltop Lane","","Annapolis","MD","21403","38.961294","-76.500136",""
"13501 Vasili Drive","","Anchorage","AK","99577","61.34223399999999","-149.5765199",""
"2811 Mechanics Avenue","","Savannah","GA","31404","32.032891","-81.05487699999999",""
"4632 Vermont 15","","Wolcott","VT","05680","44.542179","-72.456619",""
"13 Warren Avenue","#1011","Somerville","MA","02143","42.3807891","-71.0961416",""
"2075 Archer Drive","","Fayetteville","AR","72701","36.072849","-94.188638",""
"2008 North Shannon Drive","#9","Fayetteville","AR","72703","36.0886151","-94.17334470000002",""
"7180 West Paraiso Drive","","Glendale","AZ","85310","33.6923763","-112.2149355",""
"75 Wilfred Road","","Manchester","CT","06040","41.7657441","-72.5585211",""
"6687 Xenon Drive","","Arvada","CO","80004","39.817775","-105.141784",""
"816 East 69th Street","","Savannah","GA","31405","32.027691","-81.094798",""
"1816 U Place Southeast","","Washington","DC","20020","38.866586","-76.978285",""
"253 Colt Drive","","Nashville","TN","37221","36.087114","-86.943151",""
"324 East Drive","","Montgomery","AL","36113","32.3816269","-86.3357293",""
"1701 18th Avenue South","","Nashville","TN","37212","36.137509","-86.797185",""
"5606 Olde Wadsworth Boulevard","#20","Arvada","CO","80002","39.7993756","-105.0813453",""
"5316 Silver Wing Boulevard","","Louisville","KY","40241","38.31594","-85.556752",""
"57 Bremer Drive","","Glen Burnie","MD","21061","39.178493","-76.636529",""
"628 Ayrlie Water Road","","Gibson Island","MD","21056","39.0739089","-76.4241189",""
"9306 Norton Commons Boulevard","#102","Prospect","KY","40059","38.3232327","-85.5679148",""
"106 Parker Parkway","","Mexico Beach","FL","32456","29.944578","-85.402835",""
"1532 Milvia Street","R A","Berkeley","CA","94709","37.8792662","-122.2715332",""
"108 East 11th Avenue","#APT 000002","Anchorage","AK","99501","61.2115071","-149.8824567",""
"519 Roxboro Place Northwest","","Washington","DC","20011","38.9656982","-77.0208081",""
"105 Courtland Drive","","Montgomery","AL","36105","32.349122","-86.31295",""
"1954 Wilson Court","","Mountain View","CA","94040","37.36696999999999","-122.089049",""
"5309 Darling Hill Road","","Burke","VT","05871","44.6140511","-71.9429246",""
"8351 Forest Drive","","Pasadena","MD","21122","39.11196899999999","-76.476592",""
"169 Wachusett Street","","Holden","MA","01520","42.3420728","-71.83317939999999",""
"32 Country Club Boulevard","","Dartmouth","MA","02747","41.621102","-70.98676600000002",""
"308 School Avenue","","Panama City","FL","32401","30.1532567","-85.616468",""
"109 High Street","","Manchester","CT","06040","41.76899239999999","-72.5345151",""
"42223 Edgewood Street","","Fremont","CA","94538","37.522428","-121.96178",""
"912 Locklayer Street","","Nashville","TN","37208","36.1708271","-86.7919648",""
"1613 Katrina Circle","","Anchorage","AK","99508","61.20583999999999","-149.804878",""
"4936 Sequoia Avenue","","Dublin","CA","94568","37.711885","-121.884051",""
"29076 Little Big Horn Drive","","Evergreen","CO","80439","39.562419","-105.319477",""
"1505 Sweet Bay Trail","","Panama City Beach","FL","32413","30.281896","-85.969549",""
"119 Captain Chase Road","","Dennis","MA","02639","41.65647999999999","-70.14307",""
"270 Tampa Drive","#M-1","Nashville","TN","37211","36.0834724","-86.71200139999999",""
"6610 North 93rd Avenue","#3102","Glendale","AZ","85305","33.5318072","-112.2579497",""
"3728 9th Street Northwest","","Washington","DC","20010","38.936736","-77.02556",""
"165 New Hampshire Avenue","","Somerset","MA","02726","41.7680835","-71.1491726",""
"601 Farragut Place Northeast","","Washington","DC","20017","38.951089","-76.997855",""
"8935 Cole Drive","","Arvada","CO","80004","39.810298","-105.096769",""
"6286 West Louise Drive","","Glendale","AZ","85310","33.68332","-112.193544",""
"56 Concord Road","","Manchester","CT","06042","41.8147049","-72.522443",""
"2849 Leawood Drive","","Anchorage","AK","99502","61.135811","-149.931734",""
"3862 Almond Avenue","","Fremont","CA","94538","37.5343786","-121.9588068",""
"11 Eclipse Court","","Alameda","CA","94501","37.7823187","-122.2678109",""
"16244 Seville Park Circle","","Anchorage","AK","99516","61.073392","-149.785929",""
"369 Ruth Avenue","","Mountain View","CA","94043","37.409802","-122.100957",""
"1701 Foster Avenue","","Panama City","FL","32405","30.1792203","-85.69644819999999",""
"350 Lydall Street","","Manchester","CT","06042","41.794672","-72.49306899999999",""
"74 Bradford Road","","Watertown","MA","02472","42.3764483","-71.17979",""
"615 Sand Road","","Severn","MD","21144","39.11421199999999","-76.655209",""
"4960 Paddock Club Drive","","Montgomery","AL","36116","32.3193739","-86.213038",""
"529 Wesley Avenue","","Nashville","TN","37207","36.206451","-86.75432599999999",""
"1904 Baker Court","","Panama City","FL","32401","30.166081","-85.690184",""
"621 Northwest 94th Street","","Oklahoma City","OK","73114","35.5670088","-97.5246341",""
"1420 12th Street Northwest","","Washington","DC","20005","38.909211","-77.02838299999999",""
"6718 Keithley Road","","Panama City","FL","32404","30.2843982","-85.5390632",""
"6862 North 44th Avenue","#3","Glendale","AZ","85301","33.537433","-112.153749",""
"22207 Quinterno Court","","Cupertino","CA","95014","37.320994","-122.063047",""
"8295 Moss Circle","","Arvada","CO","80007","39.8460582","-105.1759628",""
"66 Pine Street","","Manchester","CT","06040","41.7712085","-72.5308606",""
"905 C Street Northeast","","Washington","DC","20002","38.893361","-76.993438",""
"109 East 64th Street","","Savannah","GA","31405","32.0339671","-81.1054024",""
"1046 Dudley Avenue","","Louisville","KY","40204","38.2416535","-85.7188075",""
"5410 McLean Drive","","Elk Grove","CA","95757","38.3890938","-121.4409219",""
"864 Main Street","","Worcester","MA","01610","42.25376019999999","-71.8157373",""
"7013 Collinswood Drive","","Nashville","TN","37221","36.051513","-86.959874",""
"8101 Northwind Avenue","","Anchorage","AK","99504","61.190265","-149.729332",""
"2375 South School Avenue","#5","Fayetteville","AR","72701","36.0379544","-94.1675838",""
"190 High Street","#213C","Medford","MA","02155","42.420589","-71.1170252",""
"134 Butternut Road","","Manchester","CT","06040","41.771735","-72.48763",""
"14 Linden Street","","Manchester","CT","06040","41.7745222","-72.5234493",""
"145 Saint John Street","","Manchester","CT","06040","41.7761106","-72.541949",""
"3813 Vanguard Drive","","Louisville","KY","40229","38.1084465","-85.69256969999999",""
"201 East 16th Avenue","#APT 000420","Anchorage","AK","99501","61.20614499999999","-149.8832167",""
